"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E033","EC","--","--","--","123226","--","145307","97431","--","--","98591","--","--","103915","--","--","95536","148287","115137","157694","--","--","135955","--","--"
"E033","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157632","--","--","--","--","--","--","--","--"
"E033","IS","156993","--","--","127235","--","--","99257","--","--","109656","--","--","104306","--","148091","90802","171472","95285","171529","--","--","--","--","--"
"E033","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E034","CV","98805","--","--","149401","--","--","76259","--","--","--","--","--","79579","--","--","66359","71002","98528","130391","--","--","136505","--","--"
"E034","CH","--","--","--","73292","--","--","--","--","--","--","--","--","--","--","--","58663","--","82889","116018","--","--","163495","--","--"
"E034","CS","21866","--","--","13591","19552","19704","15491","--","--","13606","--","--","12651","--","18572","11778","14440","16855","37826","--","44360","23415","--","--"
"E034","EC","38558","--","--","26164","--","48700","21037","--","--","22032","--","--","17817","--","22853","16723","23568","21883","53931","62079","101690","32013","--","--"
"E034","EE","45507","--","--","55117","--","73184","56107","--","--","72489","--","--","--","--","--","33574","35891","62128","84713","--","--","37472","--","--"
"E034","IS","18554","--","--","15222","24204","--","19033","--","40037","18117","--","--","18133","--","--","13012","--","16149","42643","--","61277","--","--","--"
"E034","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179880","--","--","--","--","--","--","--","--"
"E035","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","151813","--","--","--","--","--","--","--","--"
"E035","CS","171870","--","--","132209","--","155174","--","--","--","121932","--","--","97441","--","--","96265","--","98101","--","--","--","--","--","--"
"E035","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","128701","--","--","--","--","--","--","--","--"
"E035","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177599","--","--","--","--","--","--","--","--"
"E035","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E036","BM","--","--","--","161182","--","--","--","--","--","162940","--","--","--","--","--","92213","--","--","116667","--","--","--","--","--"
"E036","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177121","--","--","--","--","--","--","--","--"
"E036","CH","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180680","--","--","--","--","--","--","--","--"
"E036","CS","21979","--","28045","24513","26186","28623","31476","--","--","24654","--","--","17889","--","--","16290","22530","23094","64016","--","76886","24957","--","--"
"E036","EC","40705","--","82235","30470","--","47821","48097","--","--","26547","--","--","26609","--","--","25380","30978","34936","67545","71763","94316","55579","--","--"
"E036","EE","165607","--","--","117622","149960","124216","85312","--","--","142329","--","--","--","--","141981","71832","134129","121517","150832","--","--","105571","--","--"
"E036","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181887","--","--","--","--","--","--","--","--"
"E037","AE","40091","--","--","72934","--","93377","40951","--","86487","66776","--","--","44212","--","--","37659","48006","61003","101827","122043","--","112151","--","--"
"E037","CV","--","--","--","181436","--","--","--","--","--","121452","--","--","152786","--","--","118845","161294","153096","--","--","--","142828","--","--"
"E037","CS","14916","--","22091","14471","16671","22218","17713","--","--","14116","--","--","12892","--","16677","10167","11992","16077","34931","45056","35896","22470","--","--"
"E037","EC","39813","--","59748","26908","--","30811","30240","31766","--","25156","--","30840","22894","--","27066","19166","23506","25086","53384","--","69263","35003","--","--"
"E037","EE","128985","--","146145","51084","--","101323","75531","--","--","115165","--","--","40253","56156","--","40138","46945","52820","128647","--","--","--","--","--"
"E037","IS","25524","--","--","19637","--","--","18312","--","--","24339","--","--","14653","--","--","14498","15995","17956","56319","159705","--","--","--","36841"
"E037","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179102","--","--","--","--","--","--","--","--"
"E038","CA CS (AI, Machine
Learning)","--","--","--","54959","--","--","--","--","--","57112","--","--","--","--","--","49867","50721","51699","153115","--","--","97140","--","--"
"E038","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168691","--","--","--","--","--","--","--","--"
"E038","CS","55224","--","131495","40192","40537","66584","46185","--","89928","60452","--","--","32564","--","44093","31013","31498","40190","73192","86273","98856","103655","--","--"
"E038","EC","86641","--","--","80832","93979","103215","70543","--","--","78546","--","110487","57086","--","63811","52375","54905","62874","106950","--","169935","109651","--","--"
"E038","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182438","--","--","--","--","--","--","--","--"
"E038","IS","77200","161265","--","52478","--","59209","50352","--","--","68624","--","--","43213","--","--","41451","--","49402","73213","--","131371","--","--","--"
"E038","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174342","--","--","--","--","--","--","--","--"
"E040","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E040","CS","99162","--","--","89763","--","110393","96674","--","--","82621","--","--","55292","--","--","53586","--","68635","116414","177412","--","88909","--","--"
"E040","EC","--","--","--","117273","--","159135","167284","--","--","--","--","--","106047","--","--","104327","106080","129906","--","--","--","--","--","--"
"E040","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","164248","--","--","--","--","--","--","--","--"
"E040","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E041","CV","--","--","--","168023","--","--","157144","--","--","130797","--","--","170210","--","--","94021","142230","164007","171797","--","--","--","--","--"
"E041","EC","47859","--","--","47504","129062","--","48222","--","--","--","--","--","47673","--","56751","32222","--","41746","49623","--","--","--","--","--"
"E041","EE","96397","--","--","65201","--","172170","--","--","--","--","--","--","61349","--","--","48109","--","81673","56958","--","--","--","--","--"
"E041","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E041","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180230","--","--","--","--","--","--","--","--"
"E042","AE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157677","--","--","--","--","--","--","--","--"
"E042","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E042","CS","141367","--","--","138932","--","--","--","--","--","102949","--","--","126349","--","179061","97732","131997","146533","--","--","--","178731","--","--"
"E042","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183024","--","--","--","--","--","--","--","--"
"E042","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183027","--","--","--","--","--","--","--","--"
"E043","AI Artificial
Intelligence","--","--","--","118222","--","--","79403","--","--","--","--","--","--","--","--","51561","--","104020","76313","--","--","127616","--","--"
"E043","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170524","--","--","--","--","--","--","--","--"
"E043","CS","78781","--","--","51438","--","149086","42510","--","--","--","--","--","42244","--","--","29000","--","47352","40684","--","172195","--","75975","--"
"E043","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182341","--","--","--","--","--","--","--","--"
"E043","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165633","--","--","--","--","--","--","--","--"
"E043","IS","--","--","--","68730","--","--","--","--","--","--","--","--","--","--","--","52705","--","66110","80324","--","--","136334","--","--"
"E043","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157071","--","--","--","--","--","--","--","--"
"E044","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182499","--","--","--","--","--","--","--","--"
"E044","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","167320","--","--","--","--","--","--","--","--"
"E044","CH","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179488","--","--","--","--","--","--","--","--"
"E044","CK Civil Engg
(Kannada)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E044","CS","137361","--","--","84081","--","152738","--","--","--","--","--","--","72447","--","--","48422","58057","70843","77305","--","180545","68390","--","--"
"E044","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177349","--","--","--","--","--","--","--","--"
"E044","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183011","--","--","--","--","--","--","--","--"
"E044","RI","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172679","--","--","--","--","--","--","--","--"
"E045","CA CS (AI, Machine
Learning)","--","--","--","73492","--","--","--","--","--","72938","--","--","--","--","--","59190","--","72584","129908","--","--","74724","--","--"
"E045","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180591","--","--","--","--","--","--","--","--"
"E045","CS","52609","--","--","60121","--","99404","58777","--","--","45379","--","--","44462","--","--","40551","48207","57019","70090","--","--","66778","--","--"
"E045","EC","--","--","--","90266","--","--","102858","--","--","--","--","--","82834","--","--","68539","--","86172","149794","--","--","--","--","--"
"E045","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176926","--","--","--","--","--","--","--","--"
"E045","IS","88548","--","--","88821","--","--","85650","--","--","64613","--","--","--","--","--","54483","--","74456","156853","--","--","--","--","--"
"E045","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
